# frame_skip_agent_A, frame_skip_agent_B, episode, score_A, score_B, reward
11,1,123,6,18,-12
11,1,124,8,19,-11
11,1,125,11,19,-8
11,1,126,18,17,1
11,1,127,20,24,-4
11,1,128,11,11,0
11,1,129,4,11,-7
11,1,130,10,18,-8
11,1,131,7,13,-6
11,1,132,16,6,10
11,1,133,11,18,-7
11,1,134,5,1,4
11,1,135,14,13,1
11,1,136,4,13,-9
11,1,137,4,20,-16
11,1,138,5,10,-5
11,1,139,11,15,-4
11,1,140,6,30,-24
11,1,141,7,10,-3
11,1,142,12,17,-5
11,1,143,4,8,-4
11,1,144,12,18,-6
11,1,145,9,9,0
11,1,146,13,12,1
11,1,147,6,11,-5
11,1,148,9,11,-2
11,1,149,10,14,-4
11,1,150,13,17,-4
11,1,151,6,10,-4
11,1,152,5,19,-14
11,1,153,6,7,-1
11,1,154,10,14,-4
11,1,155,1,11,-10
11,1,156,15,11,4
11,1,157,6,16,-10
11,1,158,8,10,-2
11,1,159,2,11,-9
11,1,160,14,11,3
11,1,161,10,11,-1
11,1,162,8,15,-7
11,1,163,5,8,-3
11,1,164,5,11,-6
11,1,165,7,14,-7
11,1,166,4,19,-15
11,1,167,14,7,7
11,1,168,21,15,6
11,1,169,6,14,-8
11,1,170,8,8,0
11,1,171,12,19,-7
11,1,172,7,11,-4
11,1,173,9,14,-5
11,1,174,10,10,0
11,1,175,6,20,-14
11,1,176,15,15,0
11,1,177,2,1,1
11,1,178,10,11,-1
11,1,179,4,8,-4
11,1,180,8,8,0
11,1,181,5,19,-14
11,1,182,5,21,-16
11,1,183,6,16,-10
11,1,184,10,22,-12
11,1,185,6,6,0
11,1,186,8,18,-10
11,1,187,13,15,-2
11,1,188,6,11,-5
11,1,189,7,18,-11
11,1,190,8,8,0
11,1,191,4,13,-9
11,1,192,7,6,1
11,1,193,8,14,-6
11,1,194,3,30,-27
11,1,195,8,22,-14
11,1,196,8,11,-3
11,1,197,6,15,-9
11,1,198,7,9,-2
11,1,199,5,8,-3
11,1,200,15,16,-1
11,1,201,14,10,4
11,1,202,13,14,-1
11,1,203,4,10,-6
11,1,204,10,9,1
11,1,205,3,16,-13
11,1,206,10,17,-7
11,1,207,5,14,-9
11,1,208,13,11,2
11,1,209,5,2,3
11,1,210,14,11,3
11,1,211,8,10,-2
11,1,212,16,27,-11
11,1,213,10,6,4
11,1,214,12,24,-12
11,1,215,11,14,-3
11,1,216,13,17,-4
11,1,217,7,19,-12
11,1,218,22,11,11
11,1,219,10,13,-3
11,1,220,14,8,6
11,1,221,7,12,-5
11,1,222,4,11,-7
11,1,223,25,15,10
11,1,224,4,14,-10
11,1,225,11,6,5
11,1,226,7,7,0
11,1,227,5,14,-9
11,1,228,4,11,-7
11,1,229,12,4,8
11,1,230,5,13,-8
11,1,231,11,8,3
11,1,232,16,6,10
11,1,233,10,11,-1
11,1,234,4,14,-10
11,1,235,10,5,5
11,1,236,11,6,5
11,1,237,14,23,-9
11,1,238,14,12,2
11,1,239,4,10,-6
11,1,240,7,16,-9
11,1,241,6,14,-8
11,1,242,9,12,-3
11,1,243,10,9,1
11,1,244,8,19,-11
11,1,245,5,9,-4
11,1,246,17,26,-9
11,1,247,4,17,-13
11,1,248,6,10,-4
11,1,249,15,12,3
11,1,250,9,17,-8
11,1,251,7,15,-8
11,1,252,4,14,-10
11,1,253,11,15,-4
11,1,254,8,8,0
11,1,255,6,29,-23
11,1,256,9,14,-5
11,1,257,10,10,0
11,1,258,5,20,-15
11,1,259,10,18,-8
11,1,260,5,23,-18
11,1,261,8,6,2
11,1,262,6,14,-8
11,1,263,18,12,6
11,1,264,9,14,-5
11,1,265,10,11,-1
11,1,266,5,13,-8
11,1,267,8,8,0
11,1,268,3,13,-10
11,1,269,8,14,-6
11,1,270,6,7,-1
11,1,271,5,8,-3
11,1,272,8,15,-7
11,1,273,4,18,-14
11,1,274,25,19,6
11,1,275,14,8,6
11,1,276,4,13,-9
11,1,277,12,22,-10
11,1,278,12,10,2
11,1,279,1,9,-8
11,1,280,4,14,-10
11,1,281,7,7,0
11,1,282,11,7,4
11,1,283,12,19,-7
11,1,284,8,12,-4
11,1,285,5,20,-15
11,1,286,2,8,-6
11,1,287,15,26,-11
11,1,288,13,20,-7
11,1,289,10,9,1
11,1,290,6,16,-10
11,1,291,3,19,-16
11,1,292,10,20,-10
11,1,293,6,10,-4
11,1,294,18,19,-1
11,1,295,9,15,-6
11,1,296,9,6,3
11,1,297,12,12,0
11,1,298,4,17,-13
11,1,299,8,13,-5
11,2,0,7,7,0
11,2,1,9,10,-1
11,2,2,1,3,-2
11,2,3,12,17,-5
11,2,4,6,11,-5
11,2,5,14,19,-5
11,2,6,13,4,9
11,2,7,5,14,-9
11,2,8,8,9,-1
11,2,9,18,9,9
11,2,10,6,11,-5
11,2,11,9,15,-6
11,2,12,19,12,7
11,2,13,3,14,-11
11,2,14,11,13,-2
11,2,15,6,15,-9
11,2,16,22,30,-8
11,2,17,12,12,0
11,2,18,1,13,-12
11,2,19,15,14,1
11,2,20,16,14,2
11,2,21,6,9,-3
11,2,22,10,12,-2
11,2,23,12,9,3
11,2,24,9,9,0
11,2,25,1,10,-9
11,2,26,17,14,3
11,2,27,17,26,-9
11,2,28,12,15,-3
11,2,29,20,22,-2
11,2,30,14,30,-16
11,2,31,6,16,-10
11,2,32,6,20,-14
11,2,33,8,9,-1
11,2,34,12,12,0
11,2,35,9,10,-1
11,2,36,4,5,-1
11,2,37,5,12,-7
11,2,38,16,18,-2
11,2,39,12,17,-5
11,2,40,8,16,-8
11,2,41,5,14,-9
11,2,42,11,19,-8
11,2,43,8,14,-6
11,2,44,6,15,-9
11,2,45,14,17,-3
11,2,46,11,9,2
11,2,47,4,19,-15
11,2,48,17,10,7
11,2,49,11,6,5
11,2,50,1,5,-4
11,2,51,15,25,-10
11,2,52,14,24,-10
11,2,53,12,22,-10
11,2,54,7,14,-7
11,2,55,6,8,-2
11,2,56,9,19,-10
11,2,57,11,15,-4
11,2,58,13,14,-1
11,2,59,21,24,-3
11,2,60,12,22,-10
11,2,61,4,22,-18
11,2,62,7,4,3
11,2,63,10,17,-7
11,2,64,13,12,1
11,2,65,11,24,-13
11,2,66,5,9,-4
11,2,67,9,7,2
11,2,68,6,3,3
11,2,69,10,34,-24
11,2,70,14,19,-5
11,2,71,9,17,-8
11,2,72,4,3,1
11,2,73,8,15,-7
11,2,74,14,8,6
11,2,75,12,11,1
11,2,76,9,15,-6
11,2,77,5,4,1
11,2,78,16,27,-11
11,2,79,12,7,5
11,2,80,17,3,14
11,2,81,19,21,-2
11,2,82,7,19,-12
11,2,83,7,19,-12
11,2,84,10,11,-1
11,2,85,14,14,0
11,2,86,16,7,9
11,2,87,4,24,-20
11,2,88,11,10,1
11,2,89,4,10,-6
11,2,90,8,9,-1
11,2,91,1,11,-10
11,2,92,9,23,-14
11,2,93,16,16,0
11,2,94,7,3,4
11,2,95,8,12,-4
11,2,96,13,28,-15
11,2,97,12,18,-6
11,2,98,24,11,13
11,2,99,12,19,-7
11,2,100,16,14,2
11,2,101,18,18,0
11,2,102,2,2,0
11,2,103,8,12,-4
11,2,104,10,19,-9
11,2,105,9,16,-7
11,2,106,12,20,-8
11,2,107,14,18,-4
11,2,108,8,10,-2
11,2,109,7,13,-6
11,2,110,5,14,-9
11,2,111,10,22,-12
11,2,112,3,9,-6
11,2,113,19,27,-8
11,2,114,7,8,-1
11,2,115,11,18,-7
11,2,116,12,13,-1
11,2,117,16,18,-2
11,2,118,9,12,-3
11,2,119,9,9,0
11,2,120,9,19,-10
11,2,121,25,22,3
11,2,122,11,10,1
11,2,123,16,19,-3
11,2,124,8,12,-4
11,2,125,5,8,-3
11,2,126,17,16,1
11,2,127,8,11,-3
11,2,128,9,30,-21
11,2,129,3,9,-6
11,2,130,17,16,1
11,2,131,14,15,-1
11,2,132,11,15,-4
11,2,133,9,11,-2
11,2,134,9,12,-3
11,2,135,9,11,-2
11,2,136,15,6,9
11,2,137,8,23,-15
11,2,138,7,16,-9
11,2,139,8,15,-7
11,2,140,15,18,-3
11,2,141,16,10,6
11,2,142,5,4,1
11,2,143,14,41,-27
11,2,144,2,6,-4
11,2,145,8,8,0
11,2,146,3,5,-2
11,2,147,8,19,-11
11,2,148,8,21,-13
11,2,149,5,17,-12
11,2,150,6,14,-8
11,2,151,15,21,-6
11,2,152,14,28,-14
11,2,153,15,13,2
11,2,154,15,11,4
11,2,155,19,29,-10
11,2,156,13,15,-2
11,2,157,13,23,-10
11,2,158,18,10,8
11,2,159,7,20,-13
11,2,160,10,7,3
11,2,161,6,18,-12
11,2,162,6,3,3
11,2,163,11,9,2
11,2,164,0,11,-11
11,2,165,13,14,-1
11,2,166,15,6,9
11,2,167,14,14,0
11,2,168,3,11,-8
11,2,169,11,9,2
11,2,170,13,25,-12
11,2,171,5,18,-13
11,2,172,13,8,5
11,2,173,15,21,-6
11,2,174,10,19,-9
11,2,175,4,8,-4
11,2,176,3,16,-13
11,2,177,9,13,-4
11,2,178,12,13,-1
11,2,179,11,10,1
11,2,180,4,11,-7
11,2,181,5,8,-3
11,2,182,13,9,4
11,2,183,6,22,-16
11,2,184,10,16,-6
11,2,185,18,21,-3
11,2,186,11,8,3
11,2,187,15,8,7
11,2,188,5,3,2
11,2,189,6,4,2
11,2,190,19,13,6
11,2,191,10,11,-1
11,2,192,6,13,-7
11,2,193,17,10,7
11,2,194,9,13,-4
11,2,195,12,16,-4
11,2,196,6,12,-6
11,2,197,6,14,-8
11,2,198,8,17,-9
11,2,199,10,10,0
11,2,200,9,10,-1
11,2,201,17,25,-8
11,2,202,16,19,-3
11,2,203,8,19,-11
11,2,204,7,10,-3
11,2,205,11,11,0
11,2,206,7,13,-6
11,2,207,17,21,-4
11,2,208,4,10,-6
11,2,209,4,12,-8
11,2,210,15,24,-9
11,2,211,9,12,-3
11,2,212,7,15,-8
11,2,213,16,15,1
11,2,214,21,23,-2
11,2,215,8,14,-6
11,2,216,15,24,-9
11,2,217,10,13,-3
11,2,218,12,5,7
11,2,219,7,14,-7
11,2,220,7,10,-3
11,2,221,11,11,0
11,2,222,8,18,-10
11,2,223,8,11,-3
11,2,224,6,22,-16
11,2,225,25,28,-3
11,2,226,9,16,-7
11,2,227,7,11,-4
11,2,228,14,35,-21
11,2,229,5,12,-7
11,2,230,12,16,-4
11,2,231,2,8,-6
11,2,232,14,20,-6
11,2,233,2,14,-12
11,2,234,14,17,-3
11,2,235,7,15,-8
11,2,236,7,17,-10
11,2,237,4,20,-16
11,2,238,11,15,-4
11,2,239,3,19,-16
11,2,240,11,10,1
11,2,241,5,14,-9
11,2,242,4,3,1
11,2,243,10,10,0
11,2,244,4,7,-3
11,2,245,7,21,-14
11,2,246,11,8,3
11,2,247,6,12,-6
11,2,248,9,16,-7
11,2,249,14,17,-3
11,2,250,11,13,-2
11,2,251,2,13,-11
11,2,252,9,17,-8
11,2,253,7,15,-8
11,2,254,20,27,-7
11,2,255,12,26,-14
11,2,256,3,11,-8
11,2,257,9,14,-5
11,2,258,26,19,7
11,2,259,14,14,0
11,2,260,15,16,-1
11,2,261,16,24,-8
11,2,262,3,6,-3
11,2,263,9,16,-7
11,2,264,10,11,-1
11,2,265,8,20,-12
11,2,266,8,18,-10
11,2,267,10,18,-8
11,2,268,4,20,-16
11,2,269,5,12,-7
11,2,270,3,6,-3
11,2,271,11,18,-7
11,2,272,5,14,-9
11,2,273,9,16,-7
11,2,274,10,7,3
11,2,275,16,9,7
11,2,276,6,21,-15
11,2,277,7,20,-13
11,2,278,16,36,-20
11,2,279,5,8,-3
11,2,280,12,17,-5
11,2,281,8,4,4
11,2,282,5,11,-6
11,2,283,7,10,-3
11,2,284,11,9,2
11,2,285,9,19,-10
11,2,286,2,6,-4
11,2,287,15,21,-6
11,2,288,10,15,-5
11,2,289,8,10,-2
11,2,290,5,8,-3
11,2,291,14,18,-4
11,2,292,9,7,2
11,2,293,12,5,7
11,2,294,4,13,-9
11,2,295,4,19,-15
11,2,296,10,8,2
11,2,297,9,14,-5
11,2,298,9,8,1
11,2,299,13,28,-15
11,3,0,14,5,9
11,3,1,16,17,-1
11,3,2,10,12,-2
11,3,3,9,15,-6
11,3,4,6,20,-14
11,3,5,16,20,-4
11,3,6,19,10,9
11,3,7,6,18,-12
11,3,8,8,15,-7
11,3,9,6,12,-6
11,3,10,23,15,8
11,3,11,7,16,-9
11,3,12,11,13,-2
11,3,13,7,13,-6
11,3,14,16,9,7
11,3,15,18,18,0
11,3,16,14,13,1
11,3,17,4,20,-16
11,3,18,10,11,-1
11,3,19,16,11,5
11,3,20,11,16,-5
11,3,21,3,14,-11
11,3,22,8,19,-11
11,3,23,5,10,-5
11,3,24,20,15,5
11,3,25,10,11,-1
11,3,26,13,10,3
11,3,27,15,14,1
11,3,28,8,26,-18
11,3,29,14,22,-8
11,3,30,13,18,-5
11,3,31,16,14,2
11,3,32,14,16,-2
11,3,33,6,10,-4
11,3,34,20,14,6
11,3,35,5,7,-2
11,3,36,5,20,-15
11,3,37,19,21,-2
11,3,38,9,16,-7
11,3,39,14,24,-10
11,3,40,4,13,-9
11,3,41,12,27,-15
11,3,42,11,20,-9
11,3,43,10,14,-4
11,3,44,14,6,8
11,3,45,11,11,0
11,3,46,17,11,6
11,3,47,9,10,-1
11,3,48,2,14,-12
11,3,49,15,23,-8
11,3,50,9,21,-12
11,3,51,12,22,-10
11,3,52,12,30,-18
11,3,53,17,15,2
11,3,54,16,13,3
11,3,55,8,8,0
11,3,56,10,9,1
11,3,57,8,8,0
11,3,58,5,10,-5
11,3,59,18,27,-9
11,3,60,12,27,-15
11,3,61,7,17,-10
11,3,62,6,16,-10
11,3,63,15,30,-15
11,3,64,4,16,-12
11,3,65,18,19,-1
11,3,66,13,10,3
11,3,67,8,10,-2
11,3,68,10,26,-16
11,3,69,9,13,-4
11,3,70,7,15,-8
11,3,71,12,23,-11
11,3,72,18,9,9
11,3,73,3,12,-9
11,3,74,16,16,0
11,3,75,15,14,1
11,3,76,0,6,-6
11,3,77,6,18,-12
11,3,78,9,14,-5
11,3,79,15,21,-6
11,3,80,10,10,0
11,3,81,9,16,-7
11,3,82,12,35,-23
11,3,83,12,10,2
11,3,84,6,12,-6
11,3,85,9,17,-8
11,3,86,6,15,-9
11,3,87,8,10,-2
11,3,88,16,25,-9
11,3,89,12,14,-2
11,3,90,3,12,-9
11,3,91,10,18,-8
11,3,92,17,26,-9
11,3,93,0,3,-3
11,3,94,9,7,2
11,3,95,10,25,-15
11,3,96,17,24,-7
11,3,97,8,27,-19
11,3,98,5,10,-5
11,3,99,21,33,-12
11,3,100,6,19,-13
11,3,101,16,23,-7
11,3,102,8,17,-9
11,3,103,13,7,6
11,3,104,23,16,7
11,3,105,17,7,10
11,3,106,9,10,-1
11,3,107,14,25,-11
11,3,108,4,15,-11
11,3,109,8,8,0
11,3,110,10,14,-4
11,3,111,19,13,6
11,3,112,9,12,-3
11,3,113,8,17,-9
11,3,114,9,10,-1
11,3,115,15,11,4
11,3,116,14,33,-19
11,3,117,9,19,-10
11,3,118,7,26,-19
11,3,119,4,34,-30
11,3,120,14,13,1
11,3,121,4,17,-13
11,3,122,9,14,-5
11,3,123,15,9,6
11,3,124,19,12,7
11,3,125,15,21,-6
11,3,126,7,10,-3
11,3,127,18,19,-1
11,3,128,13,19,-6
11,3,129,12,14,-2
11,3,130,17,22,-5
11,3,131,5,7,-2
11,3,132,6,10,-4
11,3,133,5,14,-9
11,3,134,8,13,-5
11,3,135,12,13,-1
11,3,136,12,22,-10
11,3,137,8,17,-9
11,3,138,14,16,-2
11,3,139,5,8,-3
11,3,140,12,18,-6
11,3,141,6,16,-10
11,3,142,9,25,-16
11,3,143,4,4,0
11,3,144,7,18,-11
11,3,145,8,10,-2
11,3,146,10,15,-5
11,3,147,5,18,-13
11,3,148,22,20,2
11,3,149,10,9,1
11,3,150,7,23,-16
11,3,151,11,13,-2
11,3,152,7,12,-5
11,3,153,14,28,-14
11,3,154,8,16,-8
11,3,155,12,13,-1
11,3,156,8,18,-10
11,3,157,18,32,-14
11,3,158,4,15,-11
11,3,159,6,14,-8
11,3,160,18,24,-6
11,3,161,19,12,7
11,3,162,13,13,0
11,3,163,13,11,2
11,3,164,10,14,-4
11,3,165,12,10,2
11,3,166,10,11,-1
11,3,167,4,25,-21
11,3,168,13,27,-14
11,3,169,5,5,0
11,3,170,10,9,1
11,3,171,7,10,-3
11,3,172,8,12,-4
11,3,173,8,16,-8
11,3,174,9,17,-8
11,3,175,9,21,-12
11,3,176,0,9,-9
11,3,177,1,9,-8
11,3,178,4,16,-12
11,3,179,30,26,4
11,3,180,18,16,2
11,3,181,16,24,-8
11,3,182,10,15,-5
11,3,183,14,18,-4
11,3,184,5,6,-1
11,3,185,3,7,-4
11,3,186,6,16,-10
11,3,187,11,16,-5
11,3,188,9,16,-7
11,3,189,8,13,-5
11,3,190,13,16,-3
11,3,191,10,17,-7
11,3,192,11,15,-4
11,3,193,22,18,4
11,3,194,10,17,-7
11,3,195,20,16,4
11,3,196,16,27,-11
11,3,197,14,8,6
11,3,198,5,9,-4
11,3,199,17,16,1
11,3,200,10,10,0
11,3,201,2,11,-9
11,3,202,7,19,-12
11,3,203,8,7,1
11,3,204,7,14,-7
11,3,205,9,8,1
11,3,206,8,8,0
11,3,207,12,11,1
11,3,208,9,10,-1
11,3,209,10,14,-4
11,3,210,2,3,-1
11,3,211,7,7,0
11,3,212,11,20,-9
11,3,213,14,21,-7
11,3,214,12,17,-5
11,3,215,8,18,-10
11,3,216,10,32,-22
11,3,217,5,10,-5
11,3,218,7,14,-7
11,3,219,10,17,-7
11,3,220,11,13,-2
11,3,221,15,11,4
11,3,222,20,32,-12
11,3,223,18,14,4
11,3,224,13,12,1
11,3,225,6,11,-5
11,3,226,16,15,1
11,3,227,3,4,-1
11,3,228,8,12,-4
11,3,229,13,20,-7
11,3,230,8,7,1
11,3,231,11,13,-2
11,3,232,9,10,-1
11,3,233,11,7,4
11,3,234,13,10,3
11,3,235,14,15,-1
11,3,236,10,18,-8
11,3,237,8,22,-14
11,3,238,10,26,-16
11,3,239,6,8,-2
11,3,240,8,13,-5
11,3,241,17,16,1
11,3,242,2,10,-8
11,3,243,12,12,0
11,3,244,18,15,3
11,3,245,9,12,-3
11,3,246,13,26,-13
11,3,247,5,3,2
11,3,248,24,30,-6
11,3,249,5,4,1
11,3,250,6,13,-7
11,3,251,21,20,1
11,3,252,12,17,-5
11,3,253,12,12,0
11,3,254,26,27,-1
11,3,255,3,6,-3
11,3,256,6,11,-5
11,3,257,8,10,-2
11,3,258,27,20,7
11,3,259,3,4,-1
11,3,260,12,8,4
11,3,261,10,8,2
11,3,262,7,16,-9
11,3,263,26,28,-2
11,3,264,11,10,1
11,3,265,15,24,-9
11,3,266,12,17,-5
11,3,267,5,20,-15
11,3,268,4,4,0
11,3,269,10,25,-15
11,3,270,10,12,-2
11,3,271,24,22,2
11,3,272,16,17,-1
11,3,273,13,13,0
11,3,274,14,19,-5
11,3,275,15,19,-4
11,3,276,9,10,-1
11,3,277,12,8,4
11,3,278,1,9,-8
11,3,279,17,20,-3
11,3,280,16,18,-2
11,3,281,9,10,-1
11,3,282,18,19,-1
11,3,283,8,21,-13
11,3,284,11,15,-4
11,3,285,23,10,13
11,3,286,13,29,-16
11,3,287,7,6,1
11,3,288,8,18,-10
11,3,289,13,17,-4
11,3,290,1,9,-8
11,3,291,9,6,3
11,3,292,20,16,4
11,3,293,23,18,5
11,3,294,1,1,0
11,3,295,7,10,-3
11,3,296,3,6,-3
11,3,297,13,10,3
11,3,298,11,17,-6
11,3,299,19,20,-1
11,4,0,8,10,-2
11,4,1,13,20,-7
11,4,2,13,12,1
11,4,3,14,12,2
11,4,4,9,10,-1
11,4,5,1,14,-13
11,4,6,13,25,-12
11,4,7,6,10,-4
11,4,8,8,22,-14
11,4,9,10,13,-3
11,4,10,10,16,-6
11,4,11,9,8,1
11,4,12,7,3,4
11,4,13,21,25,-4
11,4,14,16,18,-2
11,4,15,16,15,1
11,4,16,14,14,0
11,4,17,11,24,-13
11,4,18,25,27,-2
11,4,19,9,13,-4
11,4,20,26,25,1
11,4,21,16,22,-6
11,4,22,11,18,-7
11,4,23,11,28,-17
11,4,24,3,16,-13
11,4,25,9,13,-4
11,4,26,16,12,4
11,4,27,11,11,0
11,4,28,8,23,-15
11,4,29,8,24,-16
11,4,30,10,16,-6
11,4,31,2,6,-4
11,4,32,18,16,2
11,4,33,17,11,6
11,4,34,5,17,-12
11,4,35,11,11,0
11,4,36,6,10,-4
11,4,37,20,15,5
11,4,38,13,11,2
11,4,39,21,16,5
11,4,40,12,16,-4
11,4,41,14,8,6
11,4,42,9,17,-8
11,4,43,11,18,-7
11,4,44,17,10,7
11,4,45,14,17,-3
11,4,46,8,28,-20
11,4,47,5,13,-8
11,4,48,11,11,0
11,4,49,13,12,1
11,4,50,12,14,-2
11,4,51,10,7,3
11,4,52,12,15,-3
11,4,53,15,15,0
11,4,54,13,15,-2
11,4,55,8,8,0
11,4,56,12,16,-4
11,4,57,15,20,-5
11,4,58,12,9,3
11,4,59,2,11,-9
11,4,60,12,22,-10
11,4,61,4,12,-8
11,4,62,11,11,0
11,4,63,11,14,-3
11,4,64,9,18,-9
11,4,65,10,2,8
11,4,66,12,9,3
11,4,67,11,9,2
11,4,68,15,19,-4
11,4,69,5,9,-4
11,4,70,8,14,-6
11,4,71,22,25,-3
11,4,72,18,15,3
11,4,73,6,8,-2
11,4,74,14,18,-4
11,4,75,14,13,1
11,4,76,8,17,-9
11,4,77,9,7,2
11,4,78,23,18,5
11,4,79,6,19,-13
11,4,80,9,13,-4
11,4,81,22,18,4
11,4,82,17,12,5
11,4,83,13,20,-7
11,4,84,9,8,1
11,4,85,16,24,-8
11,4,86,10,17,-7
11,4,87,16,19,-3
11,4,88,11,3,8
11,4,89,14,13,1
11,4,90,10,8,2
11,4,91,10,23,-13
11,4,92,18,8,10
11,4,93,12,9,3
11,4,94,6,15,-9
11,4,95,10,11,-1
11,4,96,7,16,-9
11,4,97,8,15,-7
11,4,98,10,7,3
11,4,99,11,14,-3
11,4,100,11,24,-13
11,4,101,3,11,-8
11,4,102,7,6,1
11,4,103,10,5,5
11,4,104,14,17,-3
11,4,105,12,17,-5
11,4,106,10,7,3
11,4,107,16,19,-3
11,4,108,22,16,6
11,4,109,11,7,4
11,4,110,20,29,-9
11,4,111,8,19,-11
11,4,112,8,10,-2
11,4,113,11,16,-5
11,4,114,17,4,13
11,4,115,3,3,0
11,4,116,15,11,4
11,4,117,23,29,-6
11,4,118,7,7,0
11,4,119,6,15,-9
11,4,120,14,16,-2
11,4,121,19,20,-1
11,4,122,11,12,-1
11,4,123,18,26,-8
11,4,124,7,16,-9
11,4,125,16,18,-2
11,4,126,13,11,2
11,4,127,4,10,-6
11,4,128,14,18,-4
11,4,129,9,8,1
11,4,130,2,11,-9
11,4,131,4,16,-12
11,4,132,10,9,1
11,4,133,8,18,-10
11,4,134,15,11,4
11,4,135,17,14,3
11,4,136,9,10,-1
11,4,137,9,19,-10
11,4,138,11,24,-13
11,4,139,12,40,-28
11,4,140,17,22,-5
11,4,141,7,13,-6
11,4,142,12,27,-15
11,4,143,13,12,1
11,4,144,14,13,1
11,4,145,13,6,7
11,4,146,4,10,-6
11,4,147,6,11,-5
11,4,148,10,11,-1
11,4,149,13,27,-14
11,4,150,5,14,-9
11,4,151,9,17,-8
11,4,152,11,11,0
11,4,153,4,20,-16
11,4,154,7,8,-1
11,4,155,7,12,-5
11,4,156,1,11,-10
11,4,157,7,7,0
11,4,158,14,16,-2
11,4,159,11,20,-9
11,4,160,21,13,8
11,4,161,15,19,-4
11,4,162,13,9,4
11,4,163,9,14,-5
11,4,164,7,16,-9
11,4,165,7,27,-20
11,4,166,6,11,-5
11,4,167,12,12,0
11,4,168,20,28,-8
11,4,169,9,19,-10
11,4,170,9,7,2
11,4,171,10,26,-16
11,4,172,8,26,-18
11,4,173,5,13,-8
11,4,174,10,15,-5
11,4,175,18,14,4
11,4,176,8,13,-5
11,4,177,19,26,-7
11,4,178,15,15,0
11,4,179,11,20,-9
11,4,180,5,10,-5
11,4,181,13,29,-16
11,4,182,13,28,-15
11,4,183,6,14,-8
11,4,184,8,9,-1
11,4,185,9,15,-6
11,4,186,4,10,-6
11,4,187,11,17,-6
11,4,188,9,16,-7
11,4,189,15,23,-8
11,4,190,3,5,-2
11,4,191,17,44,-27
11,4,192,12,24,-12
11,4,193,17,29,-12
11,4,194,6,11,-5
