# frame_skip_agent_A, frame_skip_agent_B, episode, score_A, score_B, reward
21,1,159,4,11,-7
21,1,160,5,14,-9
21,1,161,10,11,-1
21,1,162,12,15,-3
21,1,163,13,19,-6
21,1,164,3,11,-8
21,1,165,15,17,-2
21,1,166,9,24,-15
21,1,167,9,10,-1
21,1,168,15,19,-4
21,1,169,17,13,4
21,1,170,8,14,-6
21,1,171,12,13,-1
21,1,172,7,17,-10
21,1,173,8,9,-1
21,1,174,8,23,-15
21,1,175,11,15,-4
21,1,176,10,15,-5
21,1,177,5,9,-4
21,1,178,10,15,-5
21,1,179,8,18,-10
21,1,180,4,11,-7
21,1,181,1,20,-19
21,1,182,2,9,-7
21,1,183,12,17,-5
21,1,184,9,8,1
21,1,185,4,18,-14
21,1,186,9,25,-16
21,1,187,6,8,-2
21,1,188,8,21,-13
21,1,189,13,15,-2
21,1,190,5,21,-16
21,1,191,3,18,-15
21,1,192,7,8,-1
21,1,193,9,13,-4
21,1,194,9,15,-6
21,1,195,12,14,-2
21,1,196,5,11,-6
21,1,197,4,18,-14
21,1,198,13,15,-2
21,1,199,8,19,-11
21,1,200,4,17,-13
21,1,201,8,13,-5
21,1,202,1,4,-3
21,1,203,3,14,-11
21,1,204,11,12,-1
21,1,205,16,16,0
21,1,206,19,22,-3
21,1,207,8,14,-6
21,1,208,5,10,-5
21,1,209,13,21,-8
21,1,210,7,24,-17
21,1,211,9,25,-16
21,1,212,10,11,-1
21,1,213,9,17,-8
21,1,214,3,11,-8
21,1,215,7,13,-6
21,1,216,11,22,-11
21,1,217,11,19,-8
21,1,218,9,20,-11
21,1,219,9,16,-7
21,1,220,13,20,-7
21,1,221,2,11,-9
21,1,222,7,10,-3
21,1,223,4,15,-11
21,1,224,6,14,-8
21,1,225,9,11,-2
21,1,226,9,22,-13
21,1,227,11,10,1
21,1,228,7,13,-6
21,1,229,17,18,-1
21,1,230,2,8,-6
21,1,231,9,12,-3
21,1,232,5,15,-10
21,1,233,9,22,-13
21,1,234,9,15,-6
21,1,235,9,9,0
21,1,236,7,16,-9
21,1,237,9,25,-16
21,1,238,13,17,-4
21,1,239,4,13,-9
21,1,240,7,7,0
21,1,241,11,20,-9
21,1,242,7,12,-5
21,1,243,15,19,-4
21,1,244,11,16,-5
21,1,245,5,17,-12
21,1,246,6,16,-10
21,1,247,8,21,-13
21,1,248,6,22,-16
21,1,249,24,16,8
21,1,250,7,18,-11
21,1,251,3,19,-16
21,1,252,11,15,-4
21,1,253,3,14,-11
21,1,254,8,18,-10
21,1,255,12,18,-6
21,1,256,4,17,-13
21,1,257,11,31,-20
21,1,258,14,15,-1
21,1,259,8,7,1
21,1,260,3,10,-7
21,1,261,11,24,-13
21,1,262,11,15,-4
21,1,263,9,22,-13
21,1,264,9,17,-8
21,1,265,7,11,-4
21,1,266,20,18,2
21,1,267,9,23,-14
21,1,268,4,12,-8
21,1,269,6,8,-2
21,1,270,9,19,-10
21,1,271,2,8,-6
21,1,272,8,17,-9
21,1,273,5,6,-1
21,1,274,6,25,-19
21,1,275,6,23,-17
21,1,276,10,18,-8
21,1,277,5,7,-2
21,1,278,7,13,-6
21,1,279,11,16,-5
21,1,280,12,17,-5
21,1,281,6,20,-14
21,1,282,7,12,-5
21,1,283,6,13,-7
21,1,284,5,28,-23
21,1,285,8,11,-3
21,1,286,10,23,-13
21,1,287,8,24,-16
21,1,288,19,27,-8
21,1,289,10,13,-3
21,1,290,5,11,-6
21,1,291,6,12,-6
21,1,292,8,20,-12
21,1,293,11,22,-11
21,1,294,1,9,-8
21,1,295,2,7,-5
21,1,296,7,16,-9
21,1,297,4,19,-15
21,1,298,8,4,4
21,1,299,1,15,-14
21,2,0,7,22,-15
21,2,1,10,9,1
21,2,2,10,27,-17
21,2,3,11,21,-10
21,2,4,8,19,-11
21,2,5,4,19,-15
21,2,6,10,20,-10
21,2,7,11,27,-16
21,2,8,16,16,0
21,2,9,16,31,-15
21,2,10,6,20,-14
21,2,11,18,29,-11
21,2,12,17,18,-1
21,2,13,3,28,-25
21,2,14,10,9,1
21,2,15,15,16,-1
21,2,16,5,19,-14
21,2,17,14,24,-10
21,2,18,3,24,-21
21,2,19,5,18,-13
21,2,20,0,12,-12
21,2,21,8,13,-5
21,2,22,8,15,-7
21,2,23,16,20,-4
21,2,24,10,21,-11
21,2,25,6,12,-6
21,2,26,11,23,-12
21,2,27,10,20,-10
21,2,28,4,16,-12
21,2,29,11,18,-7
21,2,30,1,13,-12
21,2,31,6,12,-6
21,2,32,2,14,-12
21,2,33,8,17,-9
21,2,34,12,27,-15
21,2,35,1,13,-12
21,2,36,19,24,-5
21,2,37,5,11,-6
21,2,38,9,12,-3
21,2,39,9,24,-15
21,2,40,5,13,-8
21,2,41,9,12,-3
21,2,42,9,25,-16
21,2,43,6,20,-14
21,2,44,9,17,-8
21,2,45,13,11,2
21,2,46,9,7,2
21,2,47,9,11,-2
21,2,48,5,12,-7
21,2,49,16,18,-2
21,2,50,3,18,-15
21,2,51,4,19,-15
21,2,52,8,22,-14
21,2,53,5,13,-8
21,2,54,6,22,-16
21,2,55,20,31,-11
21,2,56,5,12,-7
21,2,57,8,15,-7
21,2,58,8,26,-18
21,2,59,8,5,3
21,2,60,11,29,-18
21,2,61,3,8,-5
21,2,62,7,21,-14
21,2,63,12,17,-5
21,2,64,7,14,-7
21,2,65,10,32,-22
21,2,66,7,33,-26
21,2,67,5,19,-14
21,2,68,16,14,2
21,2,69,11,28,-17
21,2,70,7,10,-3
21,2,71,3,8,-5
21,2,72,9,17,-8
21,2,73,13,7,6
21,2,74,9,11,-2
21,2,75,19,18,1
21,2,76,25,13,12
21,2,77,4,5,-1
21,2,78,3,11,-8
21,2,79,6,18,-12
21,2,80,12,8,4
21,2,81,12,16,-4
21,2,82,13,20,-7
21,2,83,13,6,7
21,2,84,10,14,-4
21,2,85,11,15,-4
21,2,86,10,12,-2
21,2,87,11,16,-5
21,2,88,11,4,7
21,2,89,13,23,-10
21,2,90,17,14,3
21,2,91,5,23,-18
21,2,92,9,10,-1
21,2,93,12,20,-8
21,2,94,11,15,-4
21,2,95,4,13,-9
21,2,96,5,18,-13
21,2,97,8,15,-7
21,2,98,10,13,-3
21,2,99,5,5,0
21,2,100,8,14,-6
21,2,101,4,23,-19
21,2,102,8,26,-18
21,2,103,9,20,-11
21,2,104,7,16,-9
21,2,105,5,20,-15
21,2,106,14,26,-12
21,2,107,10,12,-2
21,2,108,11,12,-1
21,2,109,12,38,-26
21,2,110,5,8,-3
21,2,111,10,26,-16
21,2,112,12,34,-22
21,2,113,2,20,-18
21,2,114,9,13,-4
21,2,115,7,17,-10
21,2,116,5,9,-4
21,2,117,5,7,-2
21,2,118,8,15,-7
21,2,119,5,19,-14
21,2,120,9,17,-8
21,2,121,8,1,7
21,2,122,9,10,-1
21,2,123,15,20,-5
21,2,124,8,12,-4
21,2,125,21,30,-9
21,2,126,9,19,-10
21,2,127,14,13,1
21,2,128,14,29,-15
21,2,129,11,20,-9
21,2,130,12,22,-10
21,2,131,7,11,-4
21,2,132,6,26,-20
21,2,133,7,38,-31
21,2,134,6,9,-3
21,2,135,6,28,-22
21,2,136,16,32,-16
21,2,137,9,26,-17
21,2,138,10,14,-4
21,2,139,17,28,-11
21,2,140,12,25,-13
21,2,141,12,14,-2
21,2,142,11,27,-16
21,2,143,3,24,-21
21,2,144,4,18,-14
21,2,145,0,17,-17
21,2,146,5,23,-18
21,2,147,7,6,1
21,2,148,6,13,-7
21,2,149,7,16,-9
21,2,150,13,19,-6
21,2,151,12,16,-4
21,2,152,9,31,-22
21,2,153,7,10,-3
21,2,154,15,37,-22
21,2,155,4,11,-7
21,2,156,2,16,-14
21,2,157,6,22,-16
21,2,158,7,26,-19
21,2,159,3,5,-2
21,2,160,5,15,-10
21,2,161,2,18,-16
21,2,162,7,9,-2
21,2,163,8,19,-11
21,2,164,1,12,-11
21,2,165,11,11,0
21,2,166,13,16,-3
21,2,167,3,14,-11
21,2,168,16,19,-3
21,2,169,4,20,-16
21,2,170,5,10,-5
21,2,171,8,23,-15
21,2,172,9,10,-1
21,2,173,12,10,2
21,2,174,10,36,-26
21,2,175,9,28,-19
21,2,176,10,20,-10
21,2,177,10,15,-5
21,2,178,12,16,-4
21,2,179,6,18,-12
21,2,180,9,33,-24
21,2,181,10,20,-10
21,2,182,10,20,-10
21,2,183,9,17,-8
21,2,184,12,24,-12
21,2,185,4,15,-11
21,2,186,13,16,-3
21,2,187,8,10,-2
21,2,188,2,7,-5
21,2,189,15,38,-23
21,2,190,13,22,-9
21,2,191,5,5,0
21,2,192,10,19,-9
21,2,193,7,17,-10
21,2,194,15,26,-11
21,2,195,8,10,-2
21,2,196,7,29,-22
21,2,197,1,9,-8
21,2,198,13,12,1
21,2,199,2,8,-6
21,2,200,11,18,-7
21,2,201,9,21,-12
21,2,202,4,8,-4
21,2,203,6,13,-7
21,2,204,3,10,-7
21,2,205,13,26,-13
21,2,206,8,11,-3
21,2,207,4,15,-11
21,2,208,9,10,-1
21,2,209,3,19,-16
21,2,210,11,40,-29
21,2,211,9,9,0
21,2,212,13,28,-15
21,2,213,16,33,-17
21,2,214,18,21,-3
21,2,215,6,23,-17
21,2,216,15,11,4
21,2,217,7,10,-3
21,2,218,18,30,-12
21,2,219,5,11,-6
21,2,220,12,21,-9
21,2,221,14,18,-4
21,2,222,10,22,-12
21,2,223,5,8,-3
21,2,224,2,27,-25
21,2,225,21,23,-2
21,2,226,4,9,-5
21,2,227,3,23,-20
21,2,228,8,11,-3
21,2,229,13,24,-11
21,2,230,10,11,-1
21,2,231,9,22,-13
21,2,232,5,14,-9
21,2,233,21,17,4
21,2,234,11,21,-10
21,2,235,13,20,-7
21,2,236,9,13,-4
21,2,237,2,16,-14
21,2,238,5,18,-13
21,2,239,17,31,-14
21,2,240,8,18,-10
21,2,241,19,19,0
21,2,242,9,13,-4
21,2,243,12,16,-4
21,2,244,5,13,-8
21,2,245,11,14,-3
21,2,246,5,17,-12
21,2,247,9,24,-15
21,2,248,4,12,-8
21,2,249,5,24,-19
21,2,250,4,13,-9
21,2,251,17,19,-2
21,2,252,13,28,-15
21,2,253,8,18,-10
21,2,254,10,29,-19
21,2,255,11,16,-5
21,2,256,4,9,-5
21,2,257,14,27,-13
21,2,258,6,25,-19
21,2,259,7,27,-20
21,2,260,10,26,-16
21,2,261,16,21,-5
21,2,262,13,27,-14
21,2,263,8,13,-5
21,2,264,6,22,-16
21,2,265,8,24,-16
21,2,266,4,11,-7
21,2,267,10,17,-7
21,2,268,10,5,5
21,2,269,11,29,-18
21,2,270,6,3,3
21,2,271,6,19,-13
21,2,272,8,13,-5
21,2,273,12,25,-13
21,2,274,13,13,0
21,2,275,9,17,-8
21,2,276,10,23,-13
21,2,277,6,15,-9
21,2,278,22,37,-15
21,2,279,2,22,-20
21,2,280,7,15,-8
21,2,281,14,7,7
21,2,282,16,28,-12
21,2,283,9,19,-10
21,2,284,12,33,-21
21,2,285,2,4,-2
21,2,286,10,13,-3
21,2,287,10,13,-3
21,2,288,10,23,-13
21,2,289,15,15,0
21,2,290,19,26,-7
21,2,291,8,20,-12
21,2,292,11,22,-11
21,2,293,8,18,-10
21,2,294,1,10,-9
21,2,295,8,21,-13
21,2,296,7,12,-5
21,2,297,11,26,-15
21,2,298,5,16,-11
21,2,299,8,14,-6
21,3,0,13,20,-7
21,3,1,7,9,-2
21,3,2,16,18,-2
21,3,3,17,24,-7
21,3,4,12,17,-5
21,3,5,14,31,-17
21,3,6,5,11,-6
21,3,7,13,29,-16
21,3,8,12,21,-9
21,3,9,9,14,-5
21,3,10,14,9,5
21,3,11,12,18,-6
21,3,12,13,19,-6
21,3,13,7,20,-13
21,3,14,11,21,-10
21,3,15,6,8,-2
21,3,16,8,12,-4
21,3,17,10,14,-4
21,3,18,10,17,-7
21,3,19,8,23,-15
21,3,20,13,29,-16
21,3,21,8,19,-11
21,3,22,12,14,-2
21,3,23,6,22,-16
21,3,24,7,25,-18
21,3,25,7,21,-14
21,3,26,16,15,1
21,3,27,11,20,-9
21,3,28,6,20,-14
21,3,29,14,16,-2
21,3,30,5,25,-20
21,3,31,16,11,5
21,3,32,8,12,-4
21,3,33,14,23,-9
21,3,34,6,11,-5
21,3,35,6,25,-19
21,3,36,6,13,-7
21,3,37,10,19,-9
21,3,38,12,34,-22
21,3,39,20,22,-2
21,3,40,10,21,-11
21,3,41,10,26,-16
21,3,42,4,13,-9
21,3,43,7,28,-21
21,3,44,5,17,-12
21,3,45,8,16,-8
21,3,46,3,27,-24
21,3,47,8,19,-11
21,3,48,3,19,-16
21,3,49,7,18,-11
21,3,50,16,20,-4
21,3,51,11,14,-3
21,3,52,13,19,-6
21,3,53,15,17,-2
21,3,54,13,31,-18
21,3,55,11,13,-2
21,3,56,10,31,-21
21,3,57,5,10,-5
21,3,58,3,11,-8
21,3,59,5,16,-11
21,3,60,5,11,-6
21,3,61,14,24,-10
21,3,62,5,16,-11
21,3,63,11,23,-12
21,3,64,12,26,-14
21,3,65,5,49,-44
21,3,66,14,9,5
21,3,67,8,26,-18
21,3,68,11,27,-16
21,3,69,8,27,-19
21,3,70,10,27,-17
21,3,71,11,15,-4
21,3,72,10,16,-6
21,3,73,7,22,-15
21,3,74,7,13,-6
21,3,75,5,12,-7
21,3,76,10,12,-2
21,3,77,12,30,-18
21,3,78,5,18,-13
21,3,79,7,35,-28
21,3,80,1,17,-16
21,3,81,14,13,1
21,3,82,6,7,-1
21,3,83,13,18,-5
21,3,84,10,24,-14
21,3,85,5,11,-6
21,3,86,5,16,-11
21,3,87,17,29,-12
21,3,88,6,17,-11
21,3,89,12,25,-13
21,3,90,6,19,-13
21,3,91,11,20,-9
21,3,92,9,30,-21
21,3,93,5,17,-12
21,3,94,6,30,-24
21,3,95,17,12,5
21,3,96,13,18,-5
21,3,97,5,32,-27
21,3,98,7,15,-8
21,3,99,6,26,-20
21,3,100,11,27,-16
21,3,101,2,7,-5
21,3,102,9,29,-20
21,3,103,11,30,-19
21,3,104,22,20,2
21,3,105,11,42,-31
21,3,106,12,14,-2
21,3,107,9,9,0
21,3,108,7,15,-8
21,3,109,13,20,-7
21,3,110,14,11,3
21,3,111,7,32,-25
21,3,112,8,13,-5
21,3,113,6,24,-18
21,3,114,1,21,-20
21,3,115,7,24,-17
21,3,116,9,12,-3
21,3,117,1,20,-19
21,3,118,11,22,-11
21,3,119,8,24,-16
21,3,120,3,18,-15
21,3,121,10,32,-22
21,3,122,12,26,-14
21,3,123,12,12,0
21,3,124,4,24,-20
21,3,125,18,24,-6
21,3,126,8,12,-4
21,3,127,6,13,-7
21,3,128,11,17,-6
21,3,129,3,21,-18
21,3,130,6,24,-18
21,3,131,5,13,-8
21,3,132,10,7,3
21,3,133,3,14,-11
21,3,134,7,9,-2
21,3,135,7,14,-7
21,3,136,14,12,2
21,3,137,13,11,2
21,3,138,4,16,-12
21,3,139,4,25,-21
21,3,140,15,16,-1
21,3,141,17,19,-2
21,3,142,5,28,-23
21,3,143,21,23,-2
21,3,144,14,20,-6
21,3,145,20,22,-2
21,3,146,10,11,-1
21,3,147,7,19,-12
21,3,148,5,11,-6
21,3,149,7,11,-4
21,3,150,10,23,-13
21,3,151,13,12,1
21,3,152,15,23,-8
21,3,153,13,14,-1
21,3,154,3,4,-1
21,3,155,11,14,-3
21,3,156,6,26,-20
21,3,157,15,15,0
21,3,158,3,19,-16
21,3,159,8,17,-9
21,3,160,8,13,-5
21,3,161,3,21,-18
21,3,162,4,18,-14
21,3,163,7,11,-4
21,3,164,13,20,-7
21,3,165,16,24,-8
21,3,166,14,19,-5
21,3,167,1,14,-13
21,3,168,7,19,-12
21,3,169,16,16,0
21,3,170,7,15,-8
21,3,171,5,25,-20
21,3,172,9,4,5
21,3,173,16,20,-4
21,3,174,9,12,-3
21,3,175,20,23,-3
21,3,176,4,16,-12
21,3,177,6,30,-24
21,3,178,23,19,4
21,3,179,8,16,-8
21,3,180,9,22,-13
21,3,181,21,14,7
21,3,182,4,19,-15
21,3,183,14,26,-12
21,3,184,6,17,-11
21,3,185,13,20,-7
21,3,186,7,20,-13
21,3,187,13,34,-21
21,3,188,9,24,-15
21,3,189,7,18,-11
21,3,190,16,44,-28
21,3,191,6,11,-5
21,3,192,8,9,-1
21,3,193,2,15,-13
21,3,194,7,21,-14
21,3,195,10,12,-2
21,3,196,10,12,-2
21,3,197,6,25,-19
21,3,198,4,15,-11
21,3,199,5,9,-4
21,3,200,9,11,-2
21,3,201,16,14,2
21,3,202,8,10,-2
21,3,203,6,25,-19
21,3,204,6,23,-17
21,3,205,3,24,-21
21,3,206,3,10,-7
21,3,207,9,20,-11
21,3,208,10,13,-3
21,3,209,14,17,-3
21,3,210,10,24,-14
21,3,211,4,13,-9
21,3,212,17,18,-1
21,3,213,7,16,-9
21,3,214,11,27,-16
21,3,215,15,29,-14
21,3,216,7,21,-14
21,3,217,10,26,-16
21,3,218,12,30,-18
21,3,219,7,22,-15
21,3,220,8,8,0
21,3,221,5,8,-3
21,3,222,5,22,-17
21,3,223,3,25,-22
21,3,224,8,18,-10
21,3,225,6,7,-1
21,3,226,5,18,-13
21,3,227,2,16,-14
21,3,228,6,22,-16
21,3,229,8,20,-12
21,3,230,4,5,-1
21,3,231,7,17,-10
21,3,232,8,17,-9
21,3,233,13,17,-4
21,3,234,5,10,-5
21,3,235,16,29,-13
21,3,236,5,19,-14
21,3,237,7,9,-2
21,3,238,7,21,-14
21,3,239,5,22,-17
21,3,240,10,22,-12
21,3,241,6,13,-7
21,3,242,18,22,-4
21,3,243,19,11,8
21,3,244,7,18,-11
21,3,245,8,23,-15
21,3,246,2,12,-10
21,3,247,4,32,-28
21,3,248,10,13,-3
21,3,249,10,16,-6
21,3,250,3,16,-13
21,3,251,15,24,-9
21,3,252,16,21,-5
21,3,253,14,17,-3
21,3,254,13,22,-9
21,3,255,6,13,-7
21,3,256,12,18,-6
21,3,257,15,20,-5
21,3,258,6,18,-12
21,3,259,8,26,-18
21,3,260,3,22,-19
21,3,261,10,12,-2
21,3,262,9,26,-17
21,3,263,7,28,-21
21,3,264,6,8,-2
21,3,265,4,11,-7
21,3,266,7,17,-10
21,3,267,10,6,4
21,3,268,18,31,-13
21,3,269,0,2,-2
21,3,270,16,12,4
21,3,271,8,16,-8
21,3,272,10,14,-4
21,3,273,8,35,-27
21,3,274,10,20,-10
21,3,275,19,21,-2
21,3,276,7,13,-6
21,3,277,5,14,-9
21,3,278,14,15,-1
21,3,279,22,22,0
21,3,280,21,31,-10
21,3,281,12,18,-6
21,3,282,7,18,-11
21,3,283,4,27,-23
21,3,284,21,19,2
21,3,285,8,15,-7
21,3,286,16,17,-1
21,3,287,3,25,-22
21,3,288,10,16,-6
21,3,289,6,20,-14
21,3,290,14,21,-7
21,3,291,11,19,-8
21,3,292,13,12,1
21,3,293,5,17,-12
21,3,294,6,21,-15
21,3,295,2,14,-12
21,3,296,13,17,-4
21,3,297,4,6,-2
21,3,298,10,37,-27
21,3,299,5,21,-16
21,4,0,2,17,-15
21,4,1,10,15,-5
21,4,2,2,9,-7
21,4,3,15,20,-5
21,4,4,20,34,-14
21,4,5,7,22,-15
21,4,6,13,18,-5
21,4,7,7,19,-12
21,4,8,13,20,-7
21,4,9,13,22,-9
21,4,10,9,19,-10
21,4,11,12,15,-3
21,4,12,6,17,-11
21,4,13,10,15,-5
21,4,14,16,16,0
21,4,15,12,12,0
21,4,16,17,18,-1
21,4,17,11,15,-4
21,4,18,11,25,-14
21,4,19,2,5,-3
21,4,20,13,32,-19
21,4,21,22,41,-19
21,4,22,6,19,-13
21,4,23,11,15,-4
21,4,24,9,15,-6
21,4,25,7,13,-6
21,4,26,8,25,-17
21,4,27,3,20,-17
21,4,28,4,11,-7
21,4,29,5,17,-12
21,4,30,8,34,-26
21,4,31,8,29,-21
21,4,32,7,7,0
21,4,33,6,29,-23
21,4,34,5,9,-4
21,4,35,10,10,0
21,4,36,2,13,-11
21,4,37,10,20,-10
21,4,38,11,18,-7
21,4,39,9,33,-24
21,4,40,9,22,-13
21,4,41,9,25,-16
21,4,42,11,12,-1
21,4,43,14,24,-10
21,4,44,5,11,-6
21,4,45,18,14,4
21,4,46,5,14,-9
21,4,47,10,19,-9
21,4,48,8,23,-15
21,4,49,7,12,-5
21,4,50,11,29,-18
21,4,51,8,18,-10
21,4,52,10,30,-20
21,4,53,14,21,-7
21,4,54,10,20,-10
21,4,55,12,34,-22
21,4,56,7,21,-14
21,4,57,11,15,-4
21,4,58,3,19,-16
21,4,59,7,19,-12
21,4,60,5,13,-8
21,4,61,7,17,-10
21,4,62,10,7,3
21,4,63,9,11,-2
21,4,64,12,19,-7
21,4,65,6,12,-6
21,4,66,13,29,-16
21,4,67,12,22,-10
21,4,68,15,21,-6
21,4,69,12,25,-13
21,4,70,10,16,-6
21,4,71,8,17,-9
21,4,72,11,21,-10
21,4,73,15,11,4
21,4,74,6,22,-16
21,4,75,11,18,-7
21,4,76,6,16,-10
21,4,77,8,23,-15
21,4,78,10,6,4
21,4,79,15,17,-2
21,4,80,15,33,-18
21,4,81,5,14,-9
21,4,82,4,14,-10
21,4,83,7,21,-14
21,4,84,11,14,-3
21,4,85,7,23,-16
21,4,86,13,28,-15
21,4,87,6,9,-3
21,4,88,16,9,7
21,4,89,9,15,-6
21,4,90,4,7,-3
21,4,91,3,9,-6
21,4,92,7,5,2
21,4,93,16,30,-14
21,4,94,12,11,1
21,4,95,14,15,-1
21,4,96,12,17,-5
21,4,97,5,16,-11
21,4,98,9,17,-8
21,4,99,8,16,-8
21,4,100,7,16,-9
21,4,101,14,25,-11
21,4,102,7,8,-1
21,4,103,10,28,-18
21,4,104,7,22,-15
21,4,105,13,7,6
21,4,106,6,4,2
21,4,107,9,18,-9
21,4,108,15,34,-19
21,4,109,4,6,-2
21,4,110,5,13,-8
21,4,111,11,19,-8
21,4,112,12,34,-22
21,4,113,19,25,-6
21,4,114,8,22,-14
21,4,115,15,31,-16
21,4,116,10,16,-6
21,4,117,5,20,-15
21,4,118,9,11,-2
21,4,119,11,19,-8
21,4,120,12,27,-15
21,4,121,1,5,-4
21,4,122,14,18,-4
21,4,123,14,11,3
21,4,124,17,18,-1
21,4,125,7,23,-16
21,4,126,13,24,-11
21,4,127,4,23,-19
21,4,128,12,20,-8
21,4,129,22,33,-11
21,4,130,8,27,-19
21,4,131,10,15,-5
21,4,132,19,19,0
21,4,133,32,34,-2
21,4,134,1,15,-14
21,4,135,14,23,-9
21,4,136,14,14,0
21,4,137,13,19,-6
21,4,138,21,33,-12
21,4,139,7,21,-14
21,4,140,11,13,-2
21,4,141,7,13,-6
21,4,142,14,27,-13
21,4,143,7,20,-13
21,4,144,11,22,-11
21,4,145,15,10,5
21,4,146,9,13,-4
21,4,147,15,12,3
21,4,148,6,11,-5
21,4,149,6,12,-6
21,4,150,8,21,-13
21,4,151,12,24,-12
21,4,152,18,26,-8
21,4,153,5,21,-16
21,4,154,9,31,-22
21,4,155,11,26,-15
21,4,156,9,19,-10
21,4,157,17,21,-4
21,4,158,15,29,-14
21,4,159,29,32,-3
21,4,160,9,20,-11
21,4,161,17,21,-4
21,4,162,9,26,-17
21,4,163,9,13,-4
21,4,164,9,13,-4
21,4,165,8,19,-11
21,4,166,11,19,-8
21,4,167,9,29,-20
21,4,168,9,23,-14
21,4,169,7,23,-16
21,4,170,15,27,-12
21,4,171,16,19,-3
21,4,172,11,16,-5
21,4,173,12,27,-15
21,4,174,18,33,-15
21,4,175,8,6,2
21,4,176,11,4,7
21,4,177,12,26,-14
21,4,178,14,20,-6
21,4,179,5,8,-3
