# frame_skip_agent_A, frame_skip_agent_B, episode, score_A, score_B, reward
1,1,202,5,6,-1
1,1,203,4,2,2
1,1,204,2,10,-8
1,1,205,8,6,2
1,1,206,3,10,-7
1,1,207,2,0,2
1,1,208,3,4,-1
1,1,209,11,4,7
1,1,210,5,3,2
1,1,211,1,2,-1
1,1,212,10,6,4
1,1,213,2,5,-3
1,1,214,7,2,5
1,1,215,5,10,-5
1,1,216,4,10,-6
1,1,217,2,5,-3
1,1,218,9,5,4
1,1,219,11,16,-5
1,1,220,7,7,0
1,1,221,9,5,4
1,1,222,1,8,-7
1,1,223,2,6,-4
1,1,224,6,13,-7
1,1,225,1,8,-7
1,1,226,3,1,2
1,1,227,13,5,8
1,1,228,12,8,4
1,1,229,10,9,1
1,1,230,7,8,-1
1,1,231,3,7,-4
1,1,232,4,4,0
1,1,233,14,18,-4
1,1,234,2,0,2
1,1,235,1,3,-2
1,1,236,10,8,2
1,1,237,4,6,-2
1,1,238,3,5,-2
1,1,239,2,4,-2
1,1,240,3,5,-2
1,1,241,3,3,0
1,1,242,7,3,4
1,1,243,12,5,7
1,1,244,1,1,0
1,1,245,5,5,0
1,1,246,5,8,-3
1,1,247,11,12,-1
1,1,248,3,7,-4
1,1,249,6,1,5
1,1,250,2,10,-8
1,1,251,2,4,-2
1,1,252,5,3,2
1,1,253,7,19,-12
1,1,254,8,5,3
1,1,255,4,3,1
1,1,256,2,9,-7
1,1,257,3,9,-6
1,1,258,9,6,3
1,1,259,7,9,-2
1,1,260,1,1,0
1,1,261,4,2,2
1,1,262,19,3,16
1,1,263,9,10,-1
1,1,264,10,5,5
1,1,265,12,11,1
1,1,266,1,0,1
1,1,267,12,7,5
1,1,268,11,10,1
1,1,269,9,5,4
1,1,270,13,3,10
1,1,271,5,16,-11
1,1,272,4,6,-2
1,1,273,10,10,0
1,1,274,10,7,3
1,1,275,6,6,0
1,1,276,6,11,-5
1,1,277,1,3,-2
1,1,278,5,5,0
1,1,279,3,3,0
1,1,280,10,18,-8
1,1,281,3,7,-4
1,1,282,8,6,2
1,1,283,11,3,8
1,1,284,12,10,2
1,1,285,7,4,3
1,1,286,8,10,-2
1,1,287,4,4,0
1,1,288,4,6,-2
1,1,289,6,6,0
1,1,290,11,5,6
1,1,291,2,6,-4
1,1,292,2,2,0
1,1,293,6,8,-2
1,1,294,2,7,-5
1,1,295,3,9,-6
1,1,296,10,7,3
1,1,297,5,2,3
1,1,298,6,6,0
1,1,299,13,8,5
